"css-1jxf684","css-175oi2r href","css-9pa8cd src","css-175oi2r href 2","css-1jxf684 2","css-1jxf684 3","css-146c3p1","css-1jxf684 4","css-146c3p1 href","css-1jxf684 5","r-4qtqp9 src","css-1jxf684 6","css-1jxf684 7","css-175oi2r href 4","css-1jxf684 8","r-4qtqp9 src 2","css-175oi2r href 5","css-9pa8cd src 2","css-1jxf684 9","css-1jxf684 10","css-9pa8cd src 3","css-1jxf684 12","css-1jxf684 13","css-146c3p1 2","css-1jxf684 14","css-1jxf684 15","css-1jxf684 16","css-1jxf684 17","css-1jxf684 18"
"Lambe Waras","https://x.com/abu_waras","https://pbs.twimg.com/profile_images/1721446501795426304/AdDT32ck_bigger.jpg","https://x.com/abu_waras","@abu_waras","·","1 Apr","Kalau","https://x.com/abu_waras/status/1907036070958735823","burayot","https://abs-0.twimg.com/emoji/v2/svg/1f606.svg","@Saha_namina_","1","https://x.com/abu_waras/status/1907036070958735823/analytics","102","","","","","","","mah pasti orang Garut ya?","1","Membalas","","","","",""
"autumn","https://x.com/diatomiculprit","https://pbs.twimg.com/profile_images/1933510864919015424/347MMYqU_bigger.jpg","https://x.com/diatomiculprit","@diatomiculprit","·","9 Mar","On a serious note","https://x.com/diatomiculprit/status/1898771055537439007","burayot","","","1","https://x.com/diatomiculprit/status/1898771055537439007/analytics","85","https://abs-0.twimg.com/emoji/v2/svg/1f343.svg","","","","","https://pbs.twimg.com/profile_images/1837551858220781568/WdqNda5k_normal.jpg","TASTE HEAVENLY","","9 Mar","KOS (Komunitas Orang Sinting)","Kutipan","@qrivasi","·","Takjil aku"
"𝗏𝖺𝗅𝖾𝗇𝗍𝗂𝗇𝖾.","https://x.com/intoeva","https://pbs.twimg.com/profile_images/1918683082426920961/PuMlduai_bigger.png","https://x.com/intoeva","@intoeva","·","26 Apr","kaya","https://x.com/intoeva/status/1916050157541724671","burayot","","burayot","","https://x.com/intoeva/status/1916050157541724671/analytics","38","","https://x.com/jarethien/status/1916047897986044196/photo/1","","","?","https://pbs.twimg.com/profile_images/1919042785388474368/uVECA3B__normal.jpg",". kakak tau","x.com/sezhuyan/statu…","26 Apr","Jareth.","Kutipan","@jarethien","·","Gua masih punya banyak. Lu... mau?"
"autumn","https://x.com/diatomiculprit","https://pbs.twimg.com/profile_images/1933510864919015424/347MMYqU_bigger.jpg","https://x.com/diatomiculprit","@diatomiculprit","·","9 Mar","On a serious note","https://x.com/diatomiculprit/status/1898771055537439007","burayot","","1:28","1","https://x.com/diatomiculprit/status/1898771055537439007/analytics","85","https://abs-0.twimg.com/emoji/v2/svg/1f343.svg","","","","","https://pbs.twimg.com/profile_images/1837551858220781568/WdqNda5k_normal.jpg","TASTE HEAVENLY","","9 Mar","KOS (Komunitas Orang Sinting)","Kutipan","@qrivasi","·","Takjil aku"
"Yoi-Chi Bae","https://x.com/YoiChi_Bae","https://pbs.twimg.com/profile_images/1925020889579716610/lAVgwZnk_bigger.jpg","https://x.com/YoiChi_Bae","@YoiChi_Bae","·","2 Jul","mff ya ges, gara2 aku sama ka","https://x.com/YoiChi_Bae/status/1940450233420550510","burayot","https://abs-0.twimg.com/emoji/v2/svg/1faf5.svg","@OchaliaVica","2","https://x.com/YoiChi_Bae/status/1940450233420550510/analytics","214","https://abs-0.twimg.com/emoji/v2/svg/1f921.svg","https://x.com/YoiChi_Bae/status/1940404614635081781/photo/1","","youtube.com/watch?v=9-yX9d","Makan value set hokben aja kalian","https://pbs.twimg.com/profile_images/1925020889579716610/lAVgwZnk_normal.jpg","kalian malah ngajak apipi kalian makan","8","2 Jul","Yoi-Chi Bae","Kutipan","@YoiChi_Bae","·","""Kamu makan apa hari ini ? Udah pernah coba xxxx belum ?""

Nah biar line mu menarique, coba denger podkes ini yang isinya bakal tentang makanan2 keren biar line kamu makin ketjeh

Live NOW w/"
"autumn","https://x.com/diatomiculprit","https://pbs.twimg.com/profile_images/1933510864919015424/347MMYqU_bigger.jpg","https://x.com/diatomiculprit","@diatomiculprit","·","9 Mar","On a serious note","https://x.com/diatomiculprit/status/1898771055537439007","burayot","","0:03 / 1:30","1","https://x.com/diatomiculprit/status/1898771055537439007/analytics","85","https://abs-0.twimg.com/emoji/v2/svg/1f343.svg","","","","","https://pbs.twimg.com/profile_images/1837551858220781568/WdqNda5k_normal.jpg","TASTE HEAVENLY","","9 Mar","KOS (Komunitas Orang Sinting)","Kutipan","@qrivasi","·","Takjil aku"
"bekry","https://x.com/kusukahappy","https://pbs.twimg.com/profile_images/1954561847895662592/YMzqMWcX_bigger.jpg","https://x.com/kusukahappy","@kusukahappy","·","15 Mar","PENGEN","https://x.com/kusukahappy/status/1900599778553328048","BURAYOT","","","","https://x.com/kusukahappy/status/1900599778553328048/analytics","40","","","","","","","","","","","","","",""
"mpi~","https://x.com/sayangzeus","https://pbs.twimg.com/profile_images/1860660036101623808/xyLBIMlE_bigger.jpg","https://x.com/sayangzeus","@sayangzeus","·","28 Jun","Pecah bgt ketawa ni,","https://x.com/sayangzeus/status/1938801177057177754","burayot","https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg","","@tanyarlfes","https://x.com/sayangzeus/status/1938801177057177754/analytics","141","https://abs-0.twimg.com/emoji/v2/svg/1f36d.svg","","","","@itnvu","https://pbs.twimg.com/profile_images/1943008177110626304/0GEM66Wm_normal.jpg","atulah","","26 Jun","riku","Kutipan","@laufdelauvre","·","padahal biji mereka jg turun kaga ada tuh yg protes harus kenceng ga boleh kaya burayot"
"shanin djo","https://x.com/cabatmu","https://pbs.twimg.com/profile_images/1956255805688467456/RLT4DODj_bigger.jpg","https://x.com/cabatmu","@cabatmu","·","15 Jun","mirip","https://x.com/cabatmu/status/1934253833431249033","burayot","https://abs-0.twimg.com/emoji/v2/svg/1f605.svg","/Pai_C1/status/1933703147459142133","1","https://x.com/cabatmu/status/1934253833431249033/analytics","124","","","","…","x.com/Pai_C1/status/","","simadu yang menemani perjalanan gua ke bandung","","","https://","","","",""
"q","https://x.com/mur1997qi","https://pbs.twimg.com/profile_images/1954905383413415936/NdVDuu5N_bigger.jpg","https://x.com/mur1997qi","@mur1997qi","·","19 Agt","","https://x.com/mur1997qi/status/1957800562755273172","Burayot","","","","https://x.com/mur1997qi/status/1957800562755273172/analytics","15","","","","","@yappingfess","https://pbs.twimg.com/profile_images/1952534620005965824/_eC_MQEI_normal.jpg","","","19 Agt","jean.","Kutipan","@aksaraloeka","·","makanan manis kesukaan kalian apa?"
"Grok","https://x.com/grok","https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg","https://x.com/grok","@grok","·","27 Mar",", kue tradisional Garut, terbuat dari tepung beras dan gula merah, rasanya manis karamel, mirip kue cucur dan pinyaram yang juga pakai bahan sama. Bedanya mungkin di cara buat atau tambahan seperti santan di pinyaram, tapi secara umum rasanya sebanding.","https://x.com/grok/status/1905201671778468124","Burayot","","@MindaXtv","1","https://x.com/grok/status/1905201671778468124/analytics","91","","","","dan","","https://pbs.twimg.com/profile_images/1769430779845611520/lIgjSJGU_bigger.jpg","","1","Membalas","1","","","",""
"Ash^𔓘 | plz @ aftr dm","https://x.com/P4RKJE0NGWOO","https://pbs.twimg.com/profile_images/1947581349159690241/9V2RmxfY_bigger.jpg","https://x.com/P4RKJE0NGWOO","@P4RKJE0NGWOO","·","22 Jun","SUR KE GARUT NGAPA SUR
NTAR GWA BLIIN DODOL SM","https://x.com/P4RKJE0NGWOO/status/1936784714599452850","BURAYOT","https://abs-0.twimg.com/emoji/v2/svg/1f479.svg","","","https://x.com/P4RKJE0NGWOO/status/1936784714599452850/analytics","70","","https://help.x.com/rules-and-policies/authenticity","https://abs.twimg.com/responsive-web/client-web/parody-mask.92274f0a.svg","Akun penggemar","","","ENAK SIAH","","","","","","",""
"Grok","https://x.com/grok","https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg","https://x.com/grok","@grok","·","27 Mar","Minda 𝕏’s ""SUDAH KUDUGA"" post humorously confirms her suspicion that","https://x.com/grok/status/1905213416626675863","burayot","","@MindaXtv","1","https://x.com/grok/status/1905213416626675863/analytics","66","","https://x.com/grok/status/1905213416626675863/photo/1","https://pbs.twimg.com/media/Gmq59kbaMAAmRX2?format=jpg&name=900x900","dan","’s explanation in a thread about Indonesian sweets, she uses a surprised meme to playfully say ""I","https://pbs.twimg.com/profile_images/1769430779845611520/lIgjSJGU_bigger.jpg","tastes like kue cucur and pinyaram, based on shared rice flour and sugar ingredients. Replying to","1","Membalas","1","Tampilkan lebih banyak","","",""
"kiddos","https://x.com/anomalsi","https://pbs.twimg.com/profile_images/1934864667991789568/D_X2NI1Z_bigger.jpg","https://x.com/anomalsi","@anomalsi","·","3 Jul","Kirain","https://x.com/anomalsi/status/1940756392585187576","burayot","","","1","https://x.com/anomalsi/status/1940756392585187576/analytics","188","","","","","@BaseBDG","https://pbs.twimg.com/profile_images/1784214607189753856/knALoMq7_normal.jpg","tuh bubur ayam di kenyot, ternyata kue ya..","","3 Jul","aiueo.","Kutipan","@tuesdaynight_23","·","Pernah jajan kue burayot ga, tau kan kue burayot??"
"Burayot","https://x.com/Burayot1400","https://pbs.twimg.com/profile_images/1857237161118228480/1yzva6ag_bigger.jpg","https://x.com/Burayot1400","@Burayot1400","·","11 Mei","Hewan ini bisa bangkit setelah digigit Ular Mematikan !","https://x.com/Burayot1400/status/1921340049720828096","","","=B2WPp2W_UsL5r8AG","","https://x.com/Burayot1400/status/1921340049720828096/analytics","19","","","","…","youtu.be/vd7HF3dNHbM?si","","","","","https://","","","",""
"","https://x.com/rainchocoo","https://pbs.twimg.com/profile_images/1946769620544663552/ddRv-HyX_bigger.jpg","https://x.com/rainchocoo","@rainchocoo","·","19 Jul","naha sih ti loba kue khas sunda kudu","https://x.com/rainchocoo/status/1946595251545927802","burayot","https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg","alyn","","https://x.com/rainchocoo/status/1946595251545927802/analytics","34","","https://x.com/BaseBDG/status/1946540505635905828/photo/1","","Otomatis","","https://pbs.twimg.com/profile_images/1609581311093522432/apCeXFfV_normal.jpg","giung","""","19 Jul","","Kutipan","@BaseBDG","·","Lamun pake jenis kue khas sunda kieu meren nya euy ""gimana kabarnya hari ini, burayot giung-ku"
"peaches.","https://x.com/Zzbong13","https://pbs.twimg.com/profile_images/1923752998699692032/sB65qX_b_bigger.jpg","https://x.com/Zzbong13","@Zzbong13","·","12 Jul","anton nanti kalo kegarut jangan lupa nyobain","https://x.com/Zzbong13/status/1943938545057771880","burayot","","@RIIZE_official","","https://x.com/Zzbong13/status/1943938545057771880/analytics","69","","https://x.com/1girliez/status/1943886555216503267/photo/1","https://pbs.twimg.com/media/GvoShSGacAAzZba?format=jpg&name=900x900","x.com/myonlysc__ddon…","","https://pbs.twimg.com/profile_images/1944843204861513728/fR6FmWHT_normal.jpg","ya","","12 Jul","cey ㅅ. ꫂৎ","Kutipan","@1girliez","·",""
"Ali.","https://x.com/maleidris","https://pbs.twimg.com/profile_images/1957325745644302336/nrmHGWL9_bigger.png","https://x.com/maleidris","@maleidris","·","12 Agt","Kue cucur dan turunannya kayak kue","https://x.com/maleidris/status/1955159055846306175","burayot","","","","https://x.com/maleidris/status/1955159055846306175/analytics","40","","","","","@geniafred","https://pbs.twimg.com/profile_images/1958182346072748032/-xisQ5_W_normal.jpg","jangan sampai punah.","","12 Agt","Genia.","Kutipan","@geniafred","·","𝐉𝐢𝐤𝐚 𝐀𝐤𝐮 𝐌𝐞𝐧𝐣𝐚𝐝𝐢, pengusaha makanan. Makanan apa yang akan kamu jual, agak tidak punah dari muka bumi ini?"
"Grok","https://x.com/grok","https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg","https://x.com/grok","@grok","·","12 Mei","Ciri khas Kota Garut meliputi keindahan alam, budaya Sunda, dan kuliner unik. Dikenal sebagai ""Swiss-nya Jawa"", Garut memiliki iklim sejuk, pegunungan seperti Gunung Papandayan, dan danau seperti Situ Bagendit. Kuliner khasnya adalah dodol,","https://x.com/grok/status/1921962304448704722","burayot","","@isl_mln","","https://x.com/grok/status/1921962304448704722/analytics","334","","","","dan","","https://pbs.twimg.com/profile_images/1769430779845611520/lIgjSJGU_bigger.jpg",", dan dorokdok. Garut juga","","Membalas","","Tampilkan lebih banyak","","",""
"vira k.","https://x.com/karagechopstic","https://pbs.twimg.com/profile_images/1901217500295262208/lgL6nXU__bigger.jpg","https://x.com/karagechopstic","@karagechopstic","·","22 Jul","siang-siang mikirin","https://x.com/karagechopstic/status/1947529156226650551","burayot","","","","https://x.com/karagechopstic/status/1947529156226650551/analytics","88","","","","","","","simadu","","","","","","",""
"Grok","https://x.com/grok","https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg","https://x.com/grok","@grok","·","30 Mar",", camilan khas Garut, terbuat dari tepung beras, gula aren, dan kadang gula pasir. Cara membuat: masak gula aren dan air jadi sirup, campur tepung beras hingga adonan kalis, bentuk bulat pipih, goreng sambil dibentuk pakai tusuk bambu hingga keemasan. Tidak pakai madu,","https://x.com/grok/status/1906084409297473819","Burayot","","@ikhsan__s","","https://x.com/grok/status/1906084409297473819/analytics","131","","","","dan","","https://pbs.twimg.com/profile_images/1769430779845611520/lIgjSJGU_bigger.jpg","","","Membalas","","Tampilkan lebih banyak","","",""
"Abare Killer","https://x.com/chefmieayam","https://pbs.twimg.com/profile_images/1941013274256179200/g5sovO_C_bigger.jpg","https://x.com/chefmieayam","@chefmieayam","·","9 Agt","ga sih?","https://x.com/chefmieayam/status/1954108571123126567","burayot","","","3","https://x.com/chefmieayam/status/1954108571123126567/analytics","256","","https://x.com/narabahasa/status/1954066200688042162/photo/1","","","","https://pbs.twimg.com/profile_images/1476726727074217985/Q5NLPMxj_normal.jpg","","2","9 Agt","Narabahasa","Kutipan","@narabahasa","·",""
"sukadipanggildosol","https://x.com/dosolllswag","https://pbs.twimg.com/profile_images/1343480067914002433/kCfakELh_bigger.jpg","https://x.com/dosolllswag","@dosolllswag","·","30 Jun","makan","https://x.com/dosolllswag/status/1939635090700788150","burayot","","","11","https://x.com/dosolllswag/status/1939635090700788150/analytics","940","","","","","","","dorongannya teh pucuk","","","","","","",""
"Grok","https://x.com/grok","https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg","https://x.com/grok","@grok","·","20 Jul","Haha, oke meeeluck! Kalau inopedut jadi penjahat","https://x.com/grok/status/1946912279523643847","burayot","https://abs-0.twimg.com/emoji/v2/svg/1f608.svg","@sakaagaaari","1","https://x.com/grok/status/1946912279523643847/analytics","29","","","","dan","","https://pbs.twimg.com/profile_images/1769430779845611520/lIgjSJGU_bigger.jpg","—manis kayak camilan Sunda tapi jahat licik—pasti plot twistnya epik. Mau tambah dia ke cast? Siap syuting?","","Membalas","","","","",""
"nana","https://x.com/swentseun","https://pbs.twimg.com/profile_images/1792732122794602496/X2YvlPiV_bigger.jpg","https://x.com/swentseun","@swentseun","·","19 Jul","ngl I called my husb","https://x.com/swentseun/status/1946585633839042945","burayot","https://abs-0.twimg.com/emoji/v2/svg/1f614.svg","","1","https://x.com/swentseun/status/1946585633839042945/analytics","54","","https://x.com/BaseBDG/status/1946540505635905828/photo/1","","Otomatis","","https://pbs.twimg.com/profile_images/1609581311093522432/apCeXFfV_normal.jpg","once bcs he never stops joking about how it resembles testicles FOR A WHOLE DAY","""","19 Jul","","Kutipan","@BaseBDG","·","Lamun pake jenis kue khas sunda kieu meren nya euy ""gimana kabarnya hari ini, burayot giung-ku"
"jieee, cek pinned.","https://x.com/weongkicil","https://pbs.twimg.com/profile_images/1849065538271780864/ShpsGRhU_bigger.jpg","https://x.com/weongkicil","@weongkicil","·","29 Jun","there's a sweet snack called","https://x.com/weongkicil/status/1939147799339168002","burayot","https://abs-0.twimg.com/emoji/v2/svg/1f970.svg","","1","https://x.com/weongkicil/status/1939147799339168002/analytics","47","","","","","","","in here but aku panggil snack itu bahenol idk why","","","","","","",""
"...","https://x.com/endahahihuheho","https://pbs.twimg.com/profile_images/1642026821771460610/kp5o0Rad_bigger.jpg","https://x.com/endahahihuheho","@endahahihuheho","·","29 Jun","Kalo disini seringnya gue liat digambarin terong beserta","https://x.com/endahahihuheho/status/1939188555605258334","burayot","https://abs-0.twimg.com/emoji/v2/svg/1f60c.svg","","","https://x.com/endahahihuheho/status/1939188555605258334/analytics","51","","","","","","https://pbs.twimg.com/profile_images/914888589670043654/KVvwjcWA_normal.jpg","","M - DAD","28 Jun","Massimo","Kutipan","@Rainmaker1973","·","M"
"BA Borma Antapani","https://x.com/divisisenjata","https://pbs.twimg.com/profile_images/1517248231931269120/kZotuEVu_bigger.jpg","https://x.com/divisisenjata","@divisisenjata","·","1 Jul","adalah buratta yg di goreng","https://x.com/divisisenjata/status/1939911212583854499","burayot","","","","https://x.com/divisisenjata/status/1939911212583854499/analytics","71","","","","","","","","","","","","","",""
"Burayot","https://x.com/Burayot1400","https://pbs.twimg.com/profile_images/1857237161118228480/1yzva6ag_bigger.jpg","https://x.com/Burayot1400","@Burayot1400","·","9 Mei","Makhluk Sungai Ini Lebih Ganas dari yang Kamu Kira !","https://x.com/Burayot1400/status/1920810433390219400","youtube.com","","Makhluk Sungai Ini Lebih Ganas dari yang Kamu Kira !","Makhluk Sungai Ini Lebih Ganas dari yang Kamu Kira !Kuda nil (Hippopotamus amphibius) adalah hewan yang terkenal sebagai salah satu makhluk paling berbahaya ...","https://x.com/Burayot1400/status/1920810433390219400/analytics","12","","https://t.co/hGKuQNTUl2","","","","","","","","","","","",""
"...","https://x.com/endahahihuheho","https://pbs.twimg.com/profile_images/1642026821771460610/kp5o0Rad_bigger.jpg","https://x.com/endahahihuheho","@endahahihuheho","·","29 Jun","Kalo disini seringnya gue liat digambarin terong beserta","https://x.com/endahahihuheho/status/1939188555605258334","burayot","https://abs-0.twimg.com/emoji/v2/svg/1f60c.svg","0:36","","https://x.com/endahahihuheho/status/1939188555605258334/analytics","51","","","","","","https://pbs.twimg.com/profile_images/914888589670043654/KVvwjcWA_normal.jpg","","M - DAD","28 Jun","Massimo","Kutipan","@Rainmaker1973","·","M"
"Burayot","https://x.com/Burayot1400","https://pbs.twimg.com/profile_images/1857237161118228480/1yzva6ag_bigger.jpg","https://x.com/Burayot1400","@Burayot1400","·","11 Mei","Naluri Ibu Memberi Makan Lebih dari yang Bisa Ditelan","https://x.com/Burayot1400/status/1921432089347453304","youtube.com","","Naluri Ibu Memberi Makan Lebih dari yang Bisa Ditelan","Naluri Ibu Memberi Makan Lebih dari yang Bisa DitelanBurung pekakak adalah burung yang dikenal karena warna bulunya yang cerah, terutama biru dan oranye, ser...","https://x.com/Burayot1400/status/1921432089347453304/analytics","36","","https://t.co/QxHQK5v7rx","","","","","","","","","","","",""
"Burayot","https://x.com/Burayot1400","https://pbs.twimg.com/profile_images/1857237161118228480/1yzva6ag_bigger.jpg","https://x.com/Burayot1400","@Burayot1400","·","13 Mei","Burung Pelatuk Memberi Makan Anaknya di Sarang Pohon Mati","https://x.com/Burayot1400/status/1922108158618566898","","","sce8?si=Knr_kYIHPypgdpnJ","","https://x.com/Burayot1400/status/1922108158618566898/analytics","41","","","","…","youtube.com/shorts/h3lRrBr","","","","","https://","","","",""
"Nai","https://x.com/naifahetal","https://pbs.twimg.com/profile_images/1949975279922810880/OP5FzgHX_bigger.jpg","https://x.com/naifahetal","@naifahetal","·","29 Jul","woy assasin creed unity cmn 78k anjg TOLONG LAH GAUSA BIKIN GUE BOKEK","https://x.com/naifahetal/status/1950009221128606022","","","","1","https://x.com/naifahetal/status/1950009221128606022/analytics","297","","","","","","https://pbs.twimg.com/profile_images/1949975279922810880/OP5FzgHX_normal.jpg","","","23 Jul","Nai","Kutipan","@naifahetal","·","assasin creed shadows tempting bgt jir"
"Grok","https://x.com/grok","https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg","https://x.com/grok","@grok","·","27 Mar","Glad you enjoyed the *b","https://x.com/grok/status/1905215430177784057","urayot*","https://abs-0.twimg.com/emoji/v2/svg/1f60a.svg","@MindaXtv","Tanya Grok","https://x.com/grok/status/1905215430177784057/analytics","72","","https://x.com/i/grok","","dan","grok.com","https://pbs.twimg.com/profile_images/1769430779845611520/lIgjSJGU_bigger.jpg","info, Minda 𝕏! It’s a sweet treat from Garut, similar to *kue cucur* and *pinyaram* with rice flour and sugar—caramel vibes all around. Loved the ""SUDAH KUDUGA"" meme too!","","Membalas","https://","","","",""
"Burayot","https://x.com/Burayot1400","https://pbs.twimg.com/profile_images/1857237161118228480/1yzva6ag_bigger.jpg","https://x.com/Burayot1400","@Burayot1400","·","10 Mei","","https://x.com/Burayot1400/status/1921082611264307403","","","5eW0?si=4aA4cjvPEUtBCd6A","","https://x.com/Burayot1400/status/1921082611264307403/analytics","11","","","","…","youtube.com/shorts/TV6MIVu","","","","","https://","","","",""
"Burayot","https://x.com/Burayot1400","https://pbs.twimg.com/profile_images/1857237161118228480/1yzva6ag_bigger.jpg","https://x.com/Burayot1400","@Burayot1400","·","12 Mei","","https://x.com/Burayot1400/status/1921801766850408506","youtube.com","","Burung Ini Tampak Menolong, Tapi Lihat Apa yang Ia Lakukan Diam-Diam!","Burung Ini Tampak Menolong, Tapi Lihat Apa yang Ia Lakukan Diam-Diam!Si kecil bersayap ini terlihat seperti pahlawan yang menolong hewan besar—tapi tunggu du...","https://x.com/Burayot1400/status/1921801766850408506/analytics","49","","https://t.co/PGBQBpCPrC","","","","","","","","","","","",""
"...","https://x.com/endahahihuheho","https://pbs.twimg.com/profile_images/1642026821771460610/kp5o0Rad_bigger.jpg","https://x.com/endahahihuheho","@endahahihuheho","·","29 Jun","Kalo disini seringnya gue liat digambarin terong beserta","https://x.com/endahahihuheho/status/1939188555605258334","burayot","https://abs-0.twimg.com/emoji/v2/svg/1f60c.svg","0:03 / 0:38","","https://x.com/endahahihuheho/status/1939188555605258334/analytics","51","","","","","","https://pbs.twimg.com/profile_images/914888589670043654/KVvwjcWA_normal.jpg","","M - DAD","28 Jun","Massimo","Kutipan","@Rainmaker1973","·","M"
"Burayot","https://x.com/Burayot1400","https://pbs.twimg.com/profile_images/1857237161118228480/1yzva6ag_bigger.jpg","https://x.com/Burayot1400","@Burayot1400","·","30 Mei","Ini Alasannya Bikin Merinding","https://x.com/Burayot1400/status/1928490302781661272","youtube.com","https://abs-0.twimg.com/emoji/v2/svg/2049.svg","Kenapa Kura-Kura Seruduk Warna Hitam","Kenapa ada kura-kura yang langsung menyeruduk saat melihat warna hitam? Apakah karena warna itu menyerupai bentuk ancaman alami di alam liar? Reaksi ekstrem ...","https://x.com/Burayot1400/status/1928490302781661272/analytics","38","https://abs-0.twimg.com/emoji/v2/svg/2757.svg","https://t.co/WovDgtzxsT","","","","","","","","","","","",""